library_aliquot_local_name,library_package_local_name,library_pool_local_name,library_pool_local_tube_id,library_pool_tube_barcode,library_pool_preparation_date,library_local_name,library_technique,library_r1_r2_index,library_preparation_date,library_source_type,library_avg_size_bp,library_concentration_nm,library_input_ng,library_prep_pass_fail,library_prep_set,library_quantification_fmol,library_quantification_ng,amplified_cdna_local_name,amplified_cdna_preparation_date,amplified_cdna_amplified_quantity_ng,amplified_cdna_pcr_cycles,amplified_cdna_rna_amplification_pass_fail,amplified_cdna_percent_cdna_longer_than_400bp,cdna_amplification_set,barcoded_cell_sample_local_name,barcoded_cell_sample_tag_local_name,barcoded_cell_sample_tag_description,barcoded_cell_sample_number_of_expected_cells,barcoded_cell_sample_port_well,barcoded_cell_input_quantity_count,barcoded_cell_sample_technique,enriched_cell_sample_local_name,enriched_cell_sample_preparation_date,enrichment_population,dissociated_cell_sample_local_name,dissociated_cell_sample_cell_label_barcode,dissociated_cell_sample_cell_prep_type,tissue_sample_local_name,tissue_structure,species,project_identifier,roi_id,other_species,roi_local_name,donor_local_name,age_at_death_value,age_at_death_unit,age_at_death_reference_point,age_at_death_description,donor_species,biological_sex,Species common,ROI abbrv,BCS Tag updated in Portal,Package Date,Date in Portal,Portal comments,BG_Paper_241204,NeMO Bucket,NeMO Submission ID,NeMO upload date,NeMO alignment comments,NeMO alignment date (by aliquot),NeMO alignment version,NeMO alignment jobID,NeMO alignment status,Pool_NeMOsubID
NY-MX22015-9,NYGC_241112_shipment,MTX-22015,NY-MX22015,K0133817,11/12/2024,L8XR_241031_21_B02,10xMultiome;GEX,SI-TT-B2,10/31/2024,amplified_cdna,444,164.6525752,68.53425991,Pass,L8XR_241031_21,5762.840133,1688.742673,A8XR_241029_01_E01,10/29/2024,69,9,Pass,0.943,A8XR_241029_01,2540_A02,HMBA_Human_Atlas|HMBA_Human_Atlas_BN_BF,"Human whole brain multiome samples. HMBA Aim 1.
HMBA human basal nuclei and basal forebrain ROIs",10000,A02,16137,Multiome,"M1XM_241028_241-A_A01
M1XM_241028_241-R_A01",10/28/2024,"70% NeuN+, 20% OLIG2-, 10% OLIG2+",20241028_H24.30.007.CX.17.PuR.01.Multiome,None,Nuclei,H24.30.007.CX.17.PuR.01_PuR,DHBA:11537,NCBITaxon:9606,UM1MH130981 - Ed Lein,,0,H24.30.007.CX.17.PuR.01,H24.30.007,61,years,birth,61 yrs,NCBITaxon:9606,Female,Human,PuR,,11/12/2024,11/12/2024,,BG_paper_Human,nemo-tmp-vix475k-mtx-22015,vix475k,12/7/2024,10X Genomics Multiome;RNAseq,2025-01-25T02:07:34Z,0,JobId7JXECX1F,aligned,MTX-22015_vix475k
NY-MX12028-2,NYGC_240117_shipment,MTX-12028,NY-MX12028,A1657038,1/17/2024,L8XR_240111_21_E10,10xMultiome;GEX,SI-TT-E10,1/11/2024,amplified_cdna,459,151.0598348,269.0321051,Pass,L8XR_240111_21,5287.09422,1601.672323,A8XR_240109_01_F01,1/9/2024,269,9,Pass,0.947,A8XR_240109_01,2016_A03,HMBA_Human_Atlas|HMBA_Human_Atlas_BN_BF,"Human whole brain multiome samples. HMBA Aim 1.
HMBA human basal nuclei and basal forebrain ROIs",10000,A03,16350,Multiome,"M1XM_240104_221-R_A01
M1XM_240104_221-A_A01",1/4/2024,"70% NeuN+, 20% OLIG2-, 10% OLIG2+",20240104_H23.30.001.CX.17.GPi.01.Multiome,nan,Nuclei,H23.30.001.CX.17.GPi.01_GPi,DHBA:10344,NCBITaxon:9606,UM1MH130981 - Ed Lein,,0,H23.30.001.CX.17.GPi.01,H23.30.001,50,years,birth,50 yrs,NCBITaxon:9606,Male,Human,GPi,3/19/2024,1/17/2024,1/17/2024,approx date in portal,BG_paper_Human,nemo-tmp-j6wixbd-mtx-12028,j6wixbd,2/19/2024,10X genomics multiome;rnaseq,2024-03-21T20:53:48Z,5.9.3,JobId7M78NWTB,aligned,MTX-12028_j6wixbd
NY-AT16028-2,NYGC_240117_shipment,ATX-16028,NY-AT16028,A1657052,1/17/2024,L8XA_240109_01_A03,10xMultiome;ATAC,SI-NA-A3,1/9/2024,amplified_cdna,624,206.2842614,0,Pass,L8XA_240109_01,4125.685228,1699.122204,B8XM_240109_01_A02,1/9/2024,nan,nan,Pass,nan,B8XM_240109_01,2016_A03,HMBA_Human_Atlas|HMBA_Human_Atlas_BN_BF,"Human whole brain multiome samples. HMBA Aim 1.
HMBA human basal nuclei and basal forebrain ROIs",10000,A03,16350,Multiome,"M1XM_240104_221-R_A01
M1XM_240104_221-A_A01",1/4/2024,"70% NeuN+, 20% OLIG2-, 10% OLIG2+",20240104_H23.30.001.CX.17.GPi.01.Multiome,nan,Nuclei,H23.30.001.CX.17.GPi.01_GPi,DHBA:10344,NCBITaxon:9606,UM1MH130981 - Ed Lein,,0,H23.30.001.CX.17.GPi.01,H23.30.001,50,years,birth,50 yrs,NCBITaxon:9606,Male,Human,GPi,3/19/2024,1/17/2024,1/17/2024,approx date in portal,BG_paper_Human,nemo-tmp-re9k4ha-atx-16028,re9k4ha,2/20/2024,10X genomics multiome;atac-seq,2024-03-21T20:53:48Z,5.9.3,JobId7M78NWTB,aligned,ATX-16028_re9k4ha
NY-AT16029-9,NYGC_240123_shipment,ATX-16029,NY-AT16029,A1657053,1/23/2024,L8XA_240112_01_G04,10xMultiome;ATAC,SI-NA-G4,1/12/2024,amplified_cdna,630,265.7306184,0,Pass,L8XA_240112_01,5314.612367,2209.815822,B8XM_240112_01_B02,1/12/2024,nan,nan,Pass,nan,B8XM_240112_01,2021_C04,HMBA_Macaque_Atlas|HMBA_Macaque_Atlas_BN_BF,"Macaque whole brain multiome samples. HMBA Aim 1.
HMBA macaque basal nuclei and basal forebrain ROIs",10000,C04,16072,Multiome,"M1XM_240110_241-A_C01
M1XM_240110_241-R_C01",1/10/2024,"57% NeuN+, 29% OLIG2-, 14% OLIG2+",20240110_QM23.50.002.CX.14.GPi.01.Multiome,nan,Nuclei,QM23.50.002.CX.14.GPi.01_GPi,DHBA:10344,NCBITaxon:9544,UM1MH130981 - Ed Lein,,1,nan,QM23.50.002,14,years,birth,14 yrs,NCBITaxon:9544,Male,Macaque,GPi,3/19/2024,1/23/2024,1/23/2024,,BG_paper_Macaque,nemo-tmp-ferepkk-atx-16029,ferepkk,2/20/2024,10X genomics multiome;atac-seq,2024-03-21T21:10:09Z,0,JobId7N4H8JL2,aligned,ATX-16029_ferepkk
NY-MX12029-9,NYGC_240123_shipment,MTX-12029,NY-MX12029,A1657031,1/23/2024,L8XR_240118_21_A02,10xMultiome;GEX,SI-TT-A2,1/18/2024,amplified_cdna,461,76.79244642,275.3443176,Pass,L8XR_240118_21,2687.735625,817.7704412,A8XR_240112_01_C01,1/12/2024,275,9,Pass,0.997,A8XR_240112_01,2021_C04,HMBA_Macaque_Atlas|HMBA_Macaque_Atlas_BN_BF,"Macaque whole brain multiome samples. HMBA Aim 1.
HMBA macaque basal nuclei and basal forebrain ROIs",10000,C04,16072,Multiome,"M1XM_240110_241-A_C01
M1XM_240110_241-R_C01",1/10/2024,"57% NeuN+, 29% OLIG2-, 14% OLIG2+",20240110_QM23.50.002.CX.14.GPi.01.Multiome,nan,Nuclei,QM23.50.002.CX.14.GPi.01_GPi,DHBA:10344,NCBITaxon:9544,UM1MH130981 - Ed Lein,,1,nan,QM23.50.002,14,years,birth,14 yrs,NCBITaxon:9544,Male,Macaque,GPi,3/19/2024,1/23/2024,1/23/2024,,BG_paper_Macaque,nemo-tmp-tkwnwbm-mtx-12029,tkwnwbm,2/20/2024,10X genomics multiome;rnaseq,2024-03-21T21:10:09Z,0,JobId7N4H8JL2,aligned,MTX-12029_tkwnwbm
SQ_AT0041-5,AIBS-Proxy_240930_PreHMBA-backfill,ATX-541_240930,SQ_AT0041,SQ_AT0041,11/9/2021,L8XA_211102_01_C11,10xMultiome;ATAC,SI-NA-C11,11/2/2021,amplified_cdna,922,161.3845371,0,Pass,L8XA_211102_01,3227.690742,1964.11437,B8XM_211102_01_C01,11/2/2021,nan,nan,Pass,nan,B8XM_211102_01,911_A03,"NHP_BG_Circuit
NHP_BG_Core_ROI","All Basal ganglia circuit regions in non-human primates, multiome
Core basal ganglia regions for basal ganglia circuit project, NHP, multiome.",10000,A03,16275,Multiome,"M2XM_211027_251-R_A01
M2XM_211027_251-A_A01",10/27/2021,"80% NeuN+, 20% OLIG2-, 0% OLIG2+",QN21.26.010.CX45.PuC.001_20211027,nan,Nuclei,QN21.26.010.CX45.PuC.001_Macaque-PuC,DHBA:11538,NCBITaxon:9545,UM1MH130981 - Ed Lein,nan,1,nan,Q21.26.010,7,years,birth,7 yrs,NCBITaxon:9545,Male,Macaque,PuC,,9/30/2024,9/26/2024,complete thru aliquot qc,BG_paper_Macaque,nemo-tmp-ihadgw2-atx-541_240930,ihadgw2,11/12/2024,10X genomics multiome;atac-seq,2025-01-25T02:03:35Z,0,JobId7P8H067N,aligned,ATX-541_240930_ihadgw2
SQ_MX2034-5,AIBS-Proxy_240930_PreHMBA-backfill,MTX-2034_240930,SQ_MX2034,SQ_MX2034,11/9/2021,L8XR_211104_02_A11,10xMultiome;GEX,SI-TT-A11,11/4/2021,amplified_cdna,453,105.3843981,158.1873266,Pass,L8XR_211104_02,3688.453933,1102.773957,A8XR_211102_02_A02,11/2/2021,158,9,Pass,1.007,A8XR_211102_02,911_A03,"NHP_BG_Circuit
NHP_BG_Core_ROI","All Basal ganglia circuit regions in non-human primates, multiome
Core basal ganglia regions for basal ganglia circuit project, NHP, multiome.",10000,A03,16275,Multiome,"M2XM_211027_251-R_A01
M2XM_211027_251-A_A01",10/27/2021,"80% NeuN+, 20% OLIG2-, 0% OLIG2+",QN21.26.010.CX45.PuC.001_20211027,nan,Nuclei,QN21.26.010.CX45.PuC.001_Macaque-PuC,DHBA:11538,NCBITaxon:9545,UM1MH130981 - Ed Lein,nan,1,nan,Q21.26.010,7,years,birth,7 yrs,NCBITaxon:9545,Male,Macaque,PuC,,9/30/2024,9/26/2024,complete thru aliquot qc,BG_paper_Macaque,nemo-tmp-79r3ggk-mtx-2034_240930,79r3ggk,11/12/2024,10X genomics multiome;rnaseq,2025-01-25T02:03:35Z,0,JobId7P8H067N,aligned,MTX-2034_240930_79r3ggk
NY-MX22002-8,NYGC_240813_shipment,MTX-22002,NY-MX22002,A4556269,8/13/2024,L8XR_240808_01_H11,10xMultiome;GEX,SI-TT-H11,8/8/2024,amplified_cdna,450,128.9551318,502.3441997,Pass,L8XR_240808_01,4513.429614,1340.488595,A8XR_240802_01_B01,8/2/2024,502,10,Pass,0.938,A8XR_240802_01,2357_A03,HMBA_Human_Atlas|HMBA_Human_Atlas_BN_BF,"Human whole brain multiome samples. HMBA Aim 1.
HMBA human basal nuclei and basal forebrain ROIs",10000,A03,16325,Multiome,"M1XM_240730_226-R_A01
M1XM_240730_226-A_A01",7/30/2024,"50% NeuN+, 35% OLIG2-, 15% OLIG2+",20240730_H24.30.001.CX.17.GPe.01.Multiome,None,Nuclei,H24.30.001.CX.17.GPe.01_GPe,DHBA:10343,NCBITaxon:9606,UM1MH130981 - Ed Lein,,0,H24.30.001.CX.17.GPe.01,H24.30.001,18,years,birth,18 yrs,NCBITaxon:9606,Male,Human,GPe,,8/13/2024,8/13/2024,,BG_paper_Human,nemo-tmp-oed9eaj-mtx-22002,oed9eaj,9/7/2024,10X genomics multiome;rnaseq,2025-01-10T02:21:50Z,0,JobId8DJ22W87,aligned,MTX-22002_oed9eaj
NY-AT26002-10,NYGC_240813_shipment,ATX-26002,NY-AT26002,A4540837,8/13/2024,L8XA_240802_01_E06,10xMultiome;ATAC,SI-NA-E6,8/2/2024,amplified_cdna,631,420.0747432,0,Pass,L8XA_240802_01,8401.494863,3498.886551,B8XM_240802_01_A01,8/2/2024,nan,None,Pass,nan,B8XM_240802_01,2357_A03,HMBA_Human_Atlas|HMBA_Human_Atlas_BN_BF,"Human whole brain multiome samples. HMBA Aim 1.
HMBA human basal nuclei and basal forebrain ROIs",10000,A03,16325,Multiome,"M1XM_240730_226-R_A01
M1XM_240730_226-A_A01",7/30/2024,"50% NeuN+, 35% OLIG2-, 15% OLIG2+",20240730_H24.30.001.CX.17.GPe.01.Multiome,None,Nuclei,H24.30.001.CX.17.GPe.01_GPe,DHBA:10343,NCBITaxon:9606,UM1MH130981 - Ed Lein,,0,H24.30.001.CX.17.GPe.01,H24.30.001,18,years,birth,18 yrs,NCBITaxon:9606,Male,Human,GPe,,8/13/2024,8/13/2024,,BG_paper_Human,nemo-tmp-qa62kgx-atx-26002,qa62kgx,9/8/2024,10X genomics multiome;atac-seq,2025-01-10T02:21:50Z,0,JobId8DJ22W87,aligned,ATX-26002_qa62kgx
NY-MX22002-1,NYGC_240813_shipment,MTX-22002,NY-MX22002,A4556269,8/13/2024,L8XR_240801_02_B10,10xMultiome;GEX,SI-TT-B10,8/1/2024,amplified_cdna,477,131.955612,258.1346042,Pass,L8XR_240801_02,4618.44642,1453.979302,A8XR_240730_01_H01,7/30/2024,258,10,Pass,0.962,A8XR_240730_01,2349_B08,HMBA_Human_Atlas|HMBA_Human_Atlas_BN_BF,"Human whole brain multiome samples. HMBA Aim 1.
HMBA human basal nuclei and basal forebrain ROIs",10000,B08,16335,Multiome,"M2XM_240725_211-R_B01
M2XM_240725_211-A_B01",7/25/2024,"50% NeuN+, 35% OLIG2-, 15% OLIG2+",20240725_H24.30.001.CX.14.PuR.01.Multiome,None,Nuclei,H24.30.001.CX.14.PuR.01_PuR,DHBA:11537,NCBITaxon:9606,UM1MH130981 - Ed Lein,,0,H24.30.001.CX.14.PuR.01,H24.30.001,18,years,birth,18 yrs,NCBITaxon:9606,Male,Human,PuR,,8/13/2024,8/13/2024,,BG_paper_Human,nemo-tmp-oed9eaj-mtx-22002,oed9eaj,9/7/2024,10X genomics multiome;rnaseq,2025-01-10T19:33:32Z,0,JobId8FWFQ5DX,aligned,MTX-22002_oed9eaj
NY-AT26002-3,NYGC_240813_shipment,ATX-26002,NY-AT26002,A4540837,8/13/2024,L8XA_240802_01_C06,10xMultiome;ATAC,SI-NA-C6,8/2/2024,amplified_cdna,590,396.2882386,0,Pass,L8XA_240802_01,7925.764772,3086.292802,B8XM_240730_01_H02,7/30/2024,nan,None,Pass,nan,B8XM_240730_01,2349_B08,HMBA_Human_Atlas|HMBA_Human_Atlas_BN_BF,"Human whole brain multiome samples. HMBA Aim 1.
HMBA human basal nuclei and basal forebrain ROIs",10000,B08,16335,Multiome,"M2XM_240725_211-R_B01
M2XM_240725_211-A_B01",7/25/2024,"50% NeuN+, 35% OLIG2-, 15% OLIG2+",20240725_H24.30.001.CX.14.PuR.01.Multiome,None,Nuclei,H24.30.001.CX.14.PuR.01_PuR,DHBA:11537,NCBITaxon:9606,UM1MH130981 - Ed Lein,,0,H24.30.001.CX.14.PuR.01,H24.30.001,18,years,birth,18 yrs,NCBITaxon:9606,Male,Human,PuR,,8/13/2024,8/13/2024,,BG_paper_Human,nemo-tmp-qa62kgx-atx-26002,qa62kgx,9/8/2024,10X genomics multiome;atac-seq,2025-01-10T19:33:32Z,0,JobId8FWFQ5DX,aligned,ATX-26002_qa62kgx
SQ_AT0047-12,AIBS-Proxy_240930_PreHMBA-backfill,ATX-547_240930,SQ_AT0047,SQ_AT0047,11/30/2021,L8XA_211122_01_E11,10xMultiome;ATAC,SI-NA-E11,11/22/2021,amplified_cdna,800,102.0836857,0,Pass,L8XA_211122_01,2041.673714,1078.003721,B8XM_211122_01_E02,11/22/2021,nan,nan,Pass,nan,B8XM_211122_01,954_A06,"NHP_BG_Circuit
NHP_BG_Core_ROI","All Basal ganglia circuit regions in non-human primates, multiome
Core basal ganglia regions for basal ganglia circuit project, NHP, multiome.",10000,A06,16313,Multiome,"M1XM_211119_152-R_A01
M1XM_211119_152-A_A01",11/19/2021,"71% NeuN+, 29% OLIG2-, 0% OLIG2+",QM21.26.003.CX06.GPe.001_20211119,nan,Nuclei,QM21.26.003.CX06.GPe.001_Macaque-GPe,DHBA:10343,NCBITaxon:9544,UM1MH130981 - Ed Lein,nan,1,nan,QM21.26.003,5,years,birth,5 yrs,NCBITaxon:9544,Male,Macaque,GPe,,9/30/2024,9/26/2024,complete thru aliquot qc,BG_paper_Macaque,nemo-tmp-fsbsdm2-atx-547_240930,fsbsdm2,11/12/2024,10X genomics multiome;atac-seq,2025-01-22T12:48:45Z,5.9.3,JobId8LEIT78Y,aligned,ATX-547_240930_fsbsdm2
SQ_MX2040-9,AIBS-Proxy_240930_PreHMBA-backfill,MTX-2040_240930,SQ_MX2040,SQ_MX2040,11/30/2021,L8XR_211124_02_B11,10xMultiome;GEX,SI-TT-B11,11/24/2021,amplified_cdna,489,65.59943171,342.0031346,Pass,L8XR_211124_02,2295.98011,741.0046206,A8XR_211122_02_E02,11/22/2021,342,10,Pass,0.955,A8XR_211122_02,954_A06,"NHP_BG_Circuit
NHP_BG_Core_ROI","All Basal ganglia circuit regions in non-human primates, multiome
Core basal ganglia regions for basal ganglia circuit project, NHP, multiome.",10000,A06,16313,Multiome,"M1XM_211119_152-R_A01
M1XM_211119_152-A_A01",11/19/2021,"71% NeuN+, 29% OLIG2-, 0% OLIG2+",QM21.26.003.CX06.GPe.001_20211119,nan,Nuclei,QM21.26.003.CX06.GPe.001_Macaque-GPe,DHBA:10343,NCBITaxon:9544,UM1MH130981 - Ed Lein,nan,1,nan,QM21.26.003,5,years,birth,5 yrs,NCBITaxon:9544,Male,Macaque,GPe,,9/30/2024,9/26/2024,complete thru aliquot qc,BG_paper_Macaque,nemo-tmp-u9bhy9z-mtx-2040_240930,u9bhy9z,11/12/2024,10X genomics multiome;rnaseq,2025-01-22T12:48:45Z,5.9.3,JobId8LEIT78Y,aligned,MTX-2040_240930_u9bhy9z
NY-MX12022-2,NYGC_231205_shipment,MTX-12022,NY-MX12022,A1659643,12/5/2023,L8XR_231116_01_D07,10xMultiome;GEX,SI-TT-D7,11/16/2023,amplified_cdna,468,62.67221755,309.4318256,Pass,L8XR_231116_01,2193.527614,677.5368095,A8XR_231114_01_E01,11/14/2023,309,9,Pass,0.956,A8XR_231114_01,1959_A02,HMBA_Human_Atlas|HMBA_Human_Atlas_BN_BF,"Human whole brain multiome samples. HMBA Aim 1.
HMBA human basal nuclei and basal forebrain ROIs",10000,A02,16184,Multiome,"M1XM_231113_216-A_A01
M1XM_231113_216-R_A01",11/13/2023,"70% NeuN+, 20% OLIG2-, 10% OLIG2+",20231113_H23.30.001.CX.14.NAC.01.Multiome,nan,Nuclei,H23.30.001.CX.14.NAC.01_NAC,DHBA:10339,NCBITaxon:9606,UM1MH130981 - Ed Lein,,0,H23.30.001.CX.14.NAC.01,H23.30.001,50,years,birth,50 yrs,NCBITaxon:9606,Male,Human,NAC,3/19/2024,12/5/2023,12/5/2023,approx date in portal,BG_paper_Human,nemo-tmp-hcv77z4-mtx-12022,hcv77z4,12/21/2023,10X Genomics Multiome;RNAseq,2024-03-14T15:47:50Z,5.9.3,JobId8LW4VPUZ,aligned,MTX-12022_hcv77z4
NY-AT16022-2,NYGC_231205_shipment,ATX-16022,NY-AT16022,A1657065,12/5/2023,L8XA_231114_01_E02,10xMultiome;ATAC,SI-NA-E2,11/14/2023,amplified_cdna,892,180.8409787,0,Pass,L8XA_231114_01,3616.819574,2129.29402,B8XM_231114_01_E03,11/14/2023,nan,nan,Pass,nan,B8XM_231114_01,1959_A02,HMBA_Human_Atlas|HMBA_Human_Atlas_BN_BF,"Human whole brain multiome samples. HMBA Aim 1.
HMBA human basal nuclei and basal forebrain ROIs",10000,A02,16184,Multiome,"M1XM_231113_216-A_A01
M1XM_231113_216-R_A01",11/13/2023,"70% NeuN+, 20% OLIG2-, 10% OLIG2+",20231113_H23.30.001.CX.14.NAC.01.Multiome,nan,Nuclei,H23.30.001.CX.14.NAC.01_NAC,DHBA:10339,NCBITaxon:9606,UM1MH130981 - Ed Lein,,0,H23.30.001.CX.14.NAC.01,H23.30.001,50,years,birth,50 yrs,NCBITaxon:9606,Male,Human,NAC,3/19/2024,12/5/2023,12/5/2023,approx date in portal,BG_paper_Human,nemo-tmp-mcoddzo-atx-16022,mcoddzo,12/22/2023,10X Genomics Multiome;ATAC-seq,2024-03-14T15:47:50Z,5.9.3,JobId8LW4VPUZ,aligned,ATX-16022_mcoddzo
NY-AT26010-19,NYGC_241008_shipment,ATX-26010,NY-AT26010,A4556283,10/8/2024,L8XA_240927_01_G10,10xMultiome;ATAC,SI-NA-G10,9/27/2024,amplified_cdna,731,196.7303144,0,Pass,L8XA_240927_01,3934.606288,1898.29015,B8XM_240927_01_F02,9/27/2024,nan,None,Pass,nan,B8XM_240927_01,2474_B05,HMBA_Human_Atlas|HMBA_Human_Atlas_BN_BF,"Human whole brain multiome samples. HMBA Aim 1.
HMBA human basal nuclei and basal forebrain ROIs",10000,B05,15771,Multiome,"M2XM_240925_211-R_B01
M2XM_240925_211-A_B01",9/25/2024,"50% NeuN+, 35% OLIG2-, 15% OLIG2+",20240925_H21.30.004.CX.21.GPi.01.Multiome,None,Nuclei,H21.30.004.CX.21.GPi.01_GPi,DHBA:10344,NCBITaxon:9606,UM1MH130981 - Ed Lein,,0,H21.30.004.CX.21.GPi.01,H21.30.004,57,years,birth,57 yrs,NCBITaxon:9606,Male,Human,GPi,,10/8/2024,10/7/2024,,BG_paper_Human,nemo-tmp-wcsvnzo-atx-26010,wcsvnzo,10/27/2024,10X genomics multiome;atac-seq,2025-01-14T03:43:54Z,5.9.3,JobId8TKH52QT,aligned,ATX-26010_wcsvnzo
NY-MX22010-19,NYGC_241008_shipment,MTX-22010,NY-MX22010,A1658772,10/8/2024,L8XR_241003_21_F07,10xMultiome;GEX,SI-TT-F7,10/3/2024,amplified_cdna,460,221.630588,183.2249704,Pass,L8XR_241003_21,7757.070581,2355.046629,A8XR_240927_01_F01,9/27/2024,183,10,Pass,0.984,A8XR_240927_01,2474_B05,HMBA_Human_Atlas|HMBA_Human_Atlas_BN_BF,"Human whole brain multiome samples. HMBA Aim 1.
HMBA human basal nuclei and basal forebrain ROIs",10000,B05,15771,Multiome,"M2XM_240925_211-R_B01
M2XM_240925_211-A_B01",9/25/2024,"50% NeuN+, 35% OLIG2-, 15% OLIG2+",20240925_H21.30.004.CX.21.GPi.01.Multiome,None,Nuclei,H21.30.004.CX.21.GPi.01_GPi,DHBA:10344,NCBITaxon:9606,UM1MH130981 - Ed Lein,,0,H21.30.004.CX.21.GPi.01,H21.30.004,57,years,birth,57 yrs,NCBITaxon:9606,Male,Human,GPi,,10/8/2024,10/7/2024,,BG_paper_Human,nemo-tmp-mxhwwck-mtx-22010,mxhwwck,10/28/2024,10X genomics multiome;rnaseq,2025-01-14T03:43:54Z,5.9.3,JobId8TKH52QT,aligned,MTX-22010_mxhwwck
NY-AT16075-4,NYGC_240709_shipment,ATX-16075,NY-AT16075,K0160506,7/9/2024,L8XA_240628_01_A03,10xMultiome;ATAC,SI-NA-A3,6/28/2024,amplified_cdna,625,265.2877495,0,Pass,L8XA_240628_01,5305.754991,2188.623934,B8XM_240628_01_D01,6/28/2024,nan,None,Pass,nan,B8XM_240628_01,2295_D02,HMBA_Human_Atlas|HMBA_Human_Atlas_BN_BF,"Human whole brain multiome samples. HMBA Aim 1.
HMBA human basal nuclei and basal forebrain ROIs",10000,D02,15938,Multiome,"M1XM_240625_231-R_D01
M1XM_240625_231-A_D01",6/25/2024,"50% NeuN+, 35% OLIG2-, 15% OLIG2+",20240625_H24.30.003.CX.20.PuC.01.Multiome,None,Nuclei,H24.30.003.CX.20.PuC.01_PuC,DHBA:11538,NCBITaxon:9606,UM1MH130981 - Ed Lein,,0,H24.30.003.CX.20.PuC.01,H24.30.003,19,years,birth,19 yrs,NCBITaxon:9606,Female,Human,PuC,,7/9/2024,7/9/2024,,BG_paper_Human,nemo-tmp-sma7h7y-atx-16075,sma7h7y,8/13/2024,10X genomics multiome;atac-seq,2025-01-10T01:44:59Z,0,JobId8UF6POSW,aligned,ATX-16075_sma7h7y
NY-MX12075-4,NYGC_240709_shipment,MTX-12075,NY-MX12075,K0133842,7/9/2024,L8XR_240705_01_G05,10xMultiome;GEX,SI-TT-G5,7/5/2024,amplified_cdna,495,297.6471756,118.0094937,Pass,L8XR_240705_01,10417.65115,3403.446629,A8XR_240628_01_F01,6/28/2024,118,10,Pass,0.892,A8XR_240628_01,2295_D02,HMBA_Human_Atlas|HMBA_Human_Atlas_BN_BF,"Human whole brain multiome samples. HMBA Aim 1.
HMBA human basal nuclei and basal forebrain ROIs",10000,D02,15938,Multiome,"M1XM_240625_231-R_D01
M1XM_240625_231-A_D01",6/25/2024,"50% NeuN+, 35% OLIG2-, 15% OLIG2+",20240625_H24.30.003.CX.20.PuC.01.Multiome,None,Nuclei,H24.30.003.CX.20.PuC.01_PuC,DHBA:11538,NCBITaxon:9606,UM1MH130981 - Ed Lein,,0,H24.30.003.CX.20.PuC.01,H24.30.003,19,years,birth,19 yrs,NCBITaxon:9606,Female,Human,PuC,,7/9/2024,7/9/2024,,BG_paper_Human,nemo-tmp-txbizv9-mtx-12075,txbizv9,8/16/2024,10X genomics multiome;rnaseq,2025-01-10T01:44:59Z,0,JobId8UF6POSW,aligned,MTX-12075_txbizv9
NY-MX12071-8,NYGC_240625_shipment,MTX-12071,NY-MX12071,A4556292,6/25/2024,L8XR_240620_01_G10,10xMultiome;GEX,SI-TT-G10,6/20/2024,amplified_cdna,489,95.69180869,303.2858774,Pass,L8XR_240620_01,3349.213304,1080.925102,A8XR_240614_01_D01,6/14/2024,303,10,Pass,1.003,A8XR_240614_01,2278_A05,HMBA_Human_Atlas|HMBA_Human_Atlas_BN_BF,"Human whole brain multiome samples. HMBA Aim 1.
HMBA human basal nuclei and basal forebrain ROIs",10000,A05,15990,Multiome,"M1XM_240612_206-A_A01
M1XM_240612_206-R_A01",6/12/2024,"50% NeuN+, 35% OLIG2-, 15% OLIG2+",20240612_H24.30.004.CX.13.PuR.01.Multiome,None,Nuclei,H24.30.004.CX.13.PuR.01_PuR,DHBA:11537,NCBITaxon:9606,UM1MH130981 - Ed Lein,,0,H24.30.004.CX.13.PuR.01,H24.30.004,44,years,birth,44 yrs,NCBITaxon:9606,Female,Human,PuR,,6/25/2024,6/25/2024,,BG_paper_Human,nemo-tmp-yv48pvr-mtx-12071,yv48pvr,7/10/2024,10X genomics multiome;rnaseq,2025-01-08T16:39:28Z,0,JobId93TOBXTT,aligned,MTX-12071_yv48pvr
NY-AT16071-8,NYGC_240625_shipment,ATX-16071,NY-AT16071,K0160512,6/25/2024,L8XA_240614_01_D01,10xMultiome;ATAC,SI-NA-D1,6/14/2024,amplified_cdna,1127,109.2793165,0,Pass,L8XA_240614_01,2185.58633,1625.682824,B8XM_240614_01_D01,6/14/2024,nan,None,Pass,nan,B8XM_240614_01,2278_A05,HMBA_Human_Atlas|HMBA_Human_Atlas_BN_BF,"Human whole brain multiome samples. HMBA Aim 1.
HMBA human basal nuclei and basal forebrain ROIs",10000,A05,15990,Multiome,"M1XM_240612_206-A_A01
M1XM_240612_206-R_A01",6/12/2024,"50% NeuN+, 35% OLIG2-, 15% OLIG2+",20240612_H24.30.004.CX.13.PuR.01.Multiome,None,Nuclei,H24.30.004.CX.13.PuR.01_PuR,DHBA:11537,NCBITaxon:9606,UM1MH130981 - Ed Lein,,0,H24.30.004.CX.13.PuR.01,H24.30.004,44,years,birth,44 yrs,NCBITaxon:9606,Female,Human,PuR,,6/25/2024,6/25/2024,,BG_paper_Human,nemo-tmp-ubd74pb-atx-16071,ubd74pb,7/18/2024,10X genomics multiome;atac-seq,2025-01-08T16:39:28Z,0,JobId93TOBXTT,aligned,ATX-16071_ubd74pb
